,timestamp,Humidity,Temperature,Motion
326,Tue Feb 23 12:59:48 2021,161.0,11.0,0
327,Tue Feb 23 12:59:48 2021,161.0,11.0,0
328,Tue Feb 23 12:59:48 2021,161.0,11.0,0
329,Tue Feb 23 12:59:48 2021,161.0,11.0,0
330,Tue Feb 23 12:59:48 2021,161.0,11.0,0
331,Tue Feb 23 12:59:48 2021,161.0,11.0,0
332,Tue Feb 23 12:59:48 2021,161.0,11.0,0
333,Tue Feb 23 12:59:48 2021,161.0,11.0,0
334,Tue Feb 23 12:59:48 2021,161.0,11.0,0
335,Tue Feb 23 12:59:48 2021,161.0,11.0,0
336,Tue Feb 23 12:59:48 2021,161.0,11.0,0
337,Tue Feb 23 12:59:48 2021,161.0,11.0,0
338,Tue Feb 23 12:59:48 2021,161.0,11.0,0
339,Tue Feb 23 12:59:48 2021,161.0,11.0,0
340,Tue Feb 23 12:59:48 2021,161.0,11.0,0
341,Tue Feb 23 12:59:48 2021,161.0,11.0,0
342,Tue Feb 23 12:59:48 2021,161.0,11.0,0
343,Tue Feb 23 12:59:48 2021,161.0,11.0,0
344,Tue Feb 23 12:59:48 2021,161.0,11.0,0
345,Tue Feb 23 12:59:48 2021,161.0,11.0,0
346,Tue Feb 23 12:59:48 2021,161.0,11.0,0
347,Tue Feb 23 12:59:48 2021,161.0,11.0,0
348,Tue Feb 23 12:59:48 2021,161.0,11.0,0
349,Tue Feb 23 12:59:48 2021,161.0,11.0,0
350,Tue Feb 23 12:59:48 2021,161.0,11.0,0
351,Tue Feb 23 12:59:48 2021,161.0,11.0,0
352,Tue Feb 23 12:59:49 2021,161.0,11.0,0
353,Tue Feb 23 12:59:49 2021,161.0,11.0,0
354,Tue Feb 23 12:59:49 2021,161.0,11.0,0
355,Tue Feb 23 12:59:49 2021,161.0,11.0,0
356,Tue Feb 23 12:59:49 2021,161.0,11.0,0
357,Tue Feb 23 12:59:49 2021,161.0,11.0,0
358,Tue Feb 23 12:59:49 2021,161.0,11.0,0
359,Tue Feb 23 12:59:49 2021,161.0,11.0,0
360,Tue Feb 23 12:59:49 2021,161.0,11.0,0
361,Tue Feb 23 12:59:49 2021,161.0,11.0,0
362,Tue Feb 23 12:59:49 2021,161.0,11.0,0
363,Tue Feb 23 12:59:49 2021,161.0,11.0,0
364,Tue Feb 23 12:59:49 2021,161.0,11.0,0
365,Tue Feb 23 12:59:49 2021,161.0,11.0,0
366,Tue Feb 23 12:59:49 2021,161.0,11.0,0
367,Tue Feb 23 12:59:49 2021,161.0,11.0,0
368,Tue Feb 23 12:59:49 2021,161.0,11.0,0
369,Tue Feb 23 12:59:49 2021,161.0,11.0,0
370,Tue Feb 23 12:59:49 2021,161.0,11.0,0
371,Tue Feb 23 12:59:49 2021,161.0,11.0,0
372,Tue Feb 23 12:59:49 2021,161.0,11.0,0
373,Tue Feb 23 12:59:49 2021,161.0,11.0,0
374,Tue Feb 23 12:59:49 2021,161.0,11.0,0
375,Tue Feb 23 12:59:49 2021,161.0,11.0,0
376,Tue Feb 23 12:59:49 2021,161.0,11.0,0
377,Tue Feb 23 12:59:49 2021,161.0,11.0,0
378,Tue Feb 23 12:59:49 2021,161.0,11.0,0
379,Tue Feb 23 12:59:49 2021,161.0,11.0,0
380,Tue Feb 23 12:59:49 2021,161.0,11.0,0
381,Tue Feb 23 12:59:49 2021,161.0,11.0,0
382,Tue Feb 23 12:59:49 2021,161.0,11.0,0
383,Tue Feb 23 12:59:49 2021,161.0,11.0,0
384,Tue Feb 23 12:59:49 2021,161.0,11.0,0
385,Tue Feb 23 12:59:49 2021,161.0,11.0,0
386,Tue Feb 23 12:59:49 2021,161.0,11.0,0
387,Tue Feb 23 12:59:49 2021,161.0,11.0,0
388,Tue Feb 23 12:59:49 2021,161.0,11.0,0
389,Tue Feb 23 12:59:49 2021,161.0,11.0,0
390,Tue Feb 23 12:59:49 2021,161.0,11.0,0
391,Tue Feb 23 12:59:49 2021,161.0,11.0,0
392,Tue Feb 23 12:59:49 2021,161.0,11.0,0
393,Tue Feb 23 12:59:49 2021,161.0,11.0,0
394,Tue Feb 23 12:59:49 2021,161.0,11.0,0
395,Tue Feb 23 12:59:49 2021,161.0,11.0,0
